"execution_queued","execution_running","execution_succeeded__execution_id","execution_succeeded__runtime_seconds","execution_succeeded__generated_at","execution_succeeded__columns","execution_succeeded__data__time","execution_succeeded__data__name","execution_succeeded__data__moving_ltv","execution_succeeded__data__moving_rate","execution_failed"
"","","","","","","2023-05-15 02:00:00.000 UTC","Milady","0.6896939140102732","0.2066551645633277",""
"","","","","","","2023-05-15 01:00:00.000 UTC","DeGods","0.7491030646125423","0.31859410430838997",""
"","","","","","","2023-05-15 01:00:00.000 UTC","Milady","0.6877550247077303","0.23216536864496035",""
"","","","","","","2023-05-15 00:00:00.000 UTC","DeGods","0.7519544672320791","0.31859410430838997",""
"","","","","","","2023-05-15 00:00:00.000 UTC","Azuki","0.7834122604127833","0.06004211208292845",""
"","","","","","","2023-05-14 23:00:00.000 UTC","Milady","0.6875198442149251","0.22068577680822565",""
"","","","","","","2023-05-14 23:00:00.000 UTC","Azuki","0.7843015881552158","0.06004211208292845",""
"","","","","","","2023-05-14 22:00:00.000 UTC","Milady","0.6882273210353124","0.22068577680822565",""
"","","","","","","2023-05-14 21:00:00.000 UTC","DeGods","0.751582891558537","0.31859410430838997",""
"","","","","","","2023-05-14 21:00:00.000 UTC","Milady","0.688779413302015","0.22068577680822565",""
"","","","","","","2023-05-14 20:00:00.000 UTC","DeGods","0.7542262012029941","0.31859410430838997",""
"","","","","","","2023-05-14 20:00:00.000 UTC","Milady","0.6889453914701658","0.22068577680822565",""
"","","","","","","2023-05-14 20:00:00.000 UTC","Azuki","0.7836627984738651","0.06004211208292845",""
"","","","","","","2023-05-14 19:00:00.000 UTC","Milady","0.6865591478454169","0.22068577680822565",""
"","","","","","","2023-05-14 19:00:00.000 UTC","Azuki","0.7798354833578708","0.06004211208292845",""
"","","","","","","2023-05-14 19:00:00.000 UTC","DeGods","0.7539733696655556","0.31859410430838997",""
"","","","","","","2023-05-14 18:00:00.000 UTC","Azuki","0.7781283813769547","0.10596047942986722",""
"","","","","","","2023-05-14 18:00:00.000 UTC","Milady","0.6877346272177333","0.22833883803271546",""
"","","","","","","2023-05-14 17:00:00.000 UTC","DeGods","0.755446324661667","0.31859410430838997",""
"","","","","","","2023-05-14 17:00:00.000 UTC","Milady","0.6889689665193331","0.2449204706857767",""
"","","","","","","2023-05-14 16:00:00.000 UTC","DeGods","0.7549378582011314","0.32539682539682535",""
"","","","","","","2023-05-14 16:00:00.000 UTC","Milady","0.6891016556101497","0.2653286339510828",""
"","","","","","","2023-05-14 16:00:00.000 UTC","Azuki","0.7781432014750417","0.10596047942986722",""
"","","","","","","2023-05-14 15:00:00.000 UTC","Milady","0.6874923420845915","0.2653286339510828",""
"","","","","","","2023-05-14 15:00:00.000 UTC","DeGods","0.7624115093344935","0.32539682539682535",""
"","","","","","","2023-05-14 14:00:00.000 UTC","Milady","0.6910989849232573","0.2653286339510828",""
"","","","","","","2023-05-14 13:00:00.000 UTC","Milady","0.6900873025878088","0.2653286339510828",""
"","","","","","","2023-05-14 12:00:00.000 UTC","Milady","0.6906798985237586","0.2653286339510828",""
"","","","","","","2023-05-14 11:00:00.000 UTC","Milady","0.6908623832047356","0.23832234271278296",""
"","","","","","","2023-05-14 10:00:00.000 UTC","Milady","0.689393819529714","0.2216247545866234",""
"","","","","","","2023-05-14 09:00:00.000 UTC","Wrapped Cryptopunks","0.8234640825724053","0.6836734693877552",""
"","","","","","","2023-05-14 09:00:00.000 UTC","Milady","0.6874736347369713","0.2216247545866234",""
"","","","","","","2023-05-14 08:00:00.000 UTC","Azuki","0.7776889236928829","0.10596047942986722",""
"","","","","","","2023-05-14 07:00:00.000 UTC","Milady","0.6812324362335849","0.25223699948458256",""
"","","","","","","2023-05-14 06:00:00.000 UTC","Azuki","0.7779071072645095","0.10596047942986722",""
"","","","","","","2023-05-14 06:00:00.000 UTC","Milady","0.6778794428504674","0.25223699948458256",""
"","","","","","","2023-05-14 05:00:00.000 UTC","Milady","0.676375533865892","0.25223699948458256",""
"","","","","","","2023-05-14 04:00:00.000 UTC","Milady","0.6755885058760099","0.25223699948458256",""
"","","","","","","2023-05-14 03:00:00.000 UTC","Milady","0.6723439998038911","0.26754312193356217",""
"","","","","","","2023-05-14 02:00:00.000 UTC","Wrapped Cryptopunks","0.827005442446389","0.6836734693877552",""
"","","","","","","2023-05-14 02:00:00.000 UTC","Milady","0.6681907702870808","0.22672679540294993",""
"","","","","","","2023-05-14 01:00:00.000 UTC","Azuki","0.7791897357929479","0.151878846776806",""
"","","","","","","2023-05-14 01:00:00.000 UTC","Milady","0.6666391966992857","0.23023122747881056",""
"","","","","","","2023-05-13 23:00:00.000 UTC","Milady","0.667465939371379","0.23023122747881056",""
"","","","","","","2023-05-13 22:00:00.000 UTC","Azuki","0.7790684429274937","0.151878846776806",""
"","","","","","","2023-05-13 22:00:00.000 UTC","Milady","0.6706426277703167","0.24426183972370852",""
"","","","","","","2023-05-13 21:00:00.000 UTC","Azuki","0.7817598643127381","0.151878846776806",""
"","","","","","","2023-05-13 21:00:00.000 UTC","DeGods","0.7617864935830453","0.32539682539682535",""
"","","","","","","2023-05-13 20:00:00.000 UTC","Azuki","0.7820578618472623","0.151878846776806",""
"","","","","","","2023-05-13 20:00:00.000 UTC","Milady","0.6729763029326278","0.2658037898370872",""
"","","","","","","2023-05-13 19:00:00.000 UTC","DeGods","0.7631015203320626","0.32539682539682535",""
"","","","","","","2023-05-13 19:00:00.000 UTC","Milady","0.6724833459301771","0.2705133659752348",""
"","","","","","","2023-05-13 18:00:00.000 UTC","Azuki","0.7823422533035658","0.151878846776806",""
"","","","","","","2023-05-13 18:00:00.000 UTC","Milady","0.6744330518196772","0.2876562231180919",""
"","","","","","","2023-05-13 17:00:00.000 UTC","Azuki","0.7855018570315497","0.1682053773890509",""
"","","","","","","2023-05-13 16:00:00.000 UTC","Milady","0.675332522597499","0.29309839998884024",""
"","","","","","","2023-05-13 16:00:00.000 UTC","Azuki","0.7829722170244813","0.1682053773890509",""
"","","","","","","2023-05-13 16:00:00.000 UTC","DeGods","0.7614442712224142","0.32539682539682535",""
"","","","","","","2023-05-13 15:00:00.000 UTC","Azuki","0.7834224606116248","0.1682053773890509",""
"","","","","","","2023-05-13 15:00:00.000 UTC","DeGods","0.7601311822928118","0.32539682539682535",""
"","","","","","","2023-05-13 15:00:00.000 UTC","Milady","0.6738628080090416","0.2903773115534661",""
"","","","","","","2023-05-13 14:00:00.000 UTC","Azuki","0.7844309294275744","0.1682053773890509",""
"","","","","","","2023-05-13 14:00:00.000 UTC","Milady","0.6697460180266647","0.2903773115534661",""
"","","","","","","2023-05-13 13:00:00.000 UTC","DeGods","0.763191274273999","0.32539682539682535",""
"","","","","","","2023-05-13 13:00:00.000 UTC","Milady","0.6727399342336914","0.29718003264190146",""
"","","","","","","2023-05-13 12:00:00.000 UTC","DeGods","0.759611931294413","0.32539682539682535",""
"","","","","","","2023-05-13 12:00:00.000 UTC","Azuki","0.7839284108159954","0.19995140913508264",""
"","","","","","","2023-05-13 11:00:00.000 UTC","DeGods","0.7582846625365401","0.32539682539682535",""
"","","","","","","2023-05-13 11:00:00.000 UTC","Azuki","0.7839043444871711","0.19995140913508264",""
"","","","","","","2023-05-13 11:00:00.000 UTC","Milady","0.6709326015131533","0.29718003264190146",""
"","","","","","","2023-05-13 10:00:00.000 UTC","DeGods","0.7587326511920826","0.38662131519274373",""
"","","","","","","2023-05-13 10:00:00.000 UTC","Milady","0.6663635804023323","0.25199052826872365",""
"","","","","","","2023-05-13 09:00:00.000 UTC","Milady","0.6640577593209174","0.30301093643198895",""
"","","","","","","2023-05-13 08:00:00.000 UTC","Azuki","0.785885263159451","0.19995140913508264",""
"","","","","","","2023-05-13 08:00:00.000 UTC","Milady","0.6689388874704227","0.30301093643198895",""
"","","","","","","2023-05-13 07:00:00.000 UTC","Milady","0.6734947195311812","0.31175729211712017",""
"","","","","","","2023-05-13 06:00:00.000 UTC","DeGods","0.7562001142129817","0.38662131519274373",""
"","","","","","","2023-05-13 06:00:00.000 UTC","Milady","0.6696112019544945","0.33216545538242626",""
"","","","","","","2023-05-13 06:00:00.000 UTC","Azuki","0.7866706816101029","0.19995140913508264",""
"","","","","","","2023-05-13 05:00:00.000 UTC","Milady","0.6687737894482477","0.33865896187593275",""
"","","","","","","2023-05-13 05:00:00.000 UTC","Azuki","0.7879278275206126","0.19995140913508264",""
"","","","","","","2023-05-13 05:00:00.000 UTC","DeGods","0.7554697115649956","0.43424036281179135",""
"","","","","","","2023-05-13 04:00:00.000 UTC","Milady","0.6687665818967503","0.34092653557207786",""
"","","","","","","2023-05-13 04:00:00.000 UTC","DeGods","0.7628939967479752","0.43424036281179135",""
"","","","","","","2023-05-13 03:00:00.000 UTC","Milady","0.6704873623002201","0.39194694373534317",""
"","","","","","","2023-05-13 02:00:00.000 UTC","Azuki","0.7890454500980497","0.22035957240038875",""
"","","","","","","2023-05-13 02:00:00.000 UTC","Milady","0.6697478009053487","0.42378367842922066",""
"","","","","","","2023-05-13 02:00:00.000 UTC","Wrapped Cryptopunks","0.8312518294103138","0.6836734693877552",""
"","","","","","","2023-05-13 01:00:00.000 UTC","Milady","0.6660486893062605","0.40110794146776946",""
"","","","","","","2023-05-13 01:00:00.000 UTC","DeGods","0.7638939794106803","0.43424036281179135",""
"","","","","","","2023-05-13 01:00:00.000 UTC","Azuki","0.7938835372718231","0.22035957240038875",""
"","","","","","","2023-05-13 00:00:00.000 UTC","Milady","0.6689363640084154","0.40110794146776946",""
"","","","","","","2023-05-12 23:00:00.000 UTC","Azuki","0.7960210939704633","0.23202137998056369",""
"","","","","","","2023-05-12 23:00:00.000 UTC","Milady","0.6685173368896017","0.40927120677389184",""
"","","","","","","2023-05-12 23:00:00.000 UTC","DeGods","0.7606648187615509","0.43424036281179135",""
"","","","","","","2023-05-12 22:00:00.000 UTC","Azuki","0.7980642122278673","0.23202137998056369",""
"","","","","","","2023-05-12 22:00:00.000 UTC","DeGods","0.7615818461535502","0.6179138321995464",""
"","","","","","","2023-05-12 21:00:00.000 UTC","Azuki","0.8021849131076153","0.23202137998056369",""
"","","","","","","2023-05-12 21:00:00.000 UTC","DeGods","0.7603300322766694","0.6972789115646258",""
"","","","","","","2023-05-12 21:00:00.000 UTC","Milady","0.6655293465062763","0.43842572572432914",""
"","","","","","","2023-05-12 20:00:00.000 UTC","DeGods","0.7595069140556971","0.738095238095238",""
"","","","","","","2023-05-12 20:00:00.000 UTC","Milady","0.6625826491835758","0.45475225633657407",""
"","","","","","","2023-05-12 20:00:00.000 UTC","Azuki","0.8012392840043214","0.24076773566569487",""
"","","","","","","2023-05-12 19:00:00.000 UTC","Milady","0.6586012000607727","0.47516041960188016",""
"","","","","","","2023-05-12 19:00:00.000 UTC","Azuki","0.8032201437777463","0.24076773566569487",""
"","","","","","","2023-05-12 19:00:00.000 UTC","DeGods","0.7579787372717731","0.7534722222222222",""
"","","","","","","2023-05-12 18:00:00.000 UTC","Azuki","0.8058598253891376","0.24076773566569487",""
"","","","","","","2023-05-12 18:00:00.000 UTC","DeGods","0.7576263626236555","0.7695035460992907",""
"","","","","","","2023-05-12 18:00:00.000 UTC","Milady","0.6588867431043455","0.47516041960188016",""
"","","","","","","2023-05-12 17:00:00.000 UTC","DeGods","0.7567051965937349","0.5688405797101449",""
"","","","","","","2023-05-12 17:00:00.000 UTC","Milady","0.6573095491226221","0.47550055565630195",""
"","","","","","","2023-05-12 17:00:00.000 UTC","Azuki","0.8066366674899991","0.24076773566569487",""
"","","","","","","2023-05-12 16:00:00.000 UTC","Milady","0.6542999282654415","0.5260107597379347",""
"","","","","","","2023-05-12 16:00:00.000 UTC","Azuki","0.8081431794960413","0.23906705539358603",""
"","","","","","","2023-05-12 16:00:00.000 UTC","DeGods","0.7648070265799809","0.5814814814814814",""
"","","","","","","2023-05-12 15:00:00.000 UTC","Azuki","0.809904456108616","0.23760932944606417",""
"","","","","","","2023-05-12 15:00:00.000 UTC","DeGods","0.7636172002495516","0.5946969696969696",""
"","","","","","","2023-05-12 15:00:00.000 UTC","Milady","0.651950326700145","0.5895028232299981",""
"","","","","","","2023-05-12 14:00:00.000 UTC","DeGods","0.7622351772355248","0.6085271317829457",""
"","","","","","","2023-05-12 14:00:00.000 UTC","Milady","0.6490101035131373","0.5895028232299981",""
"","","","","","","2023-05-12 14:00:00.000 UTC","Azuki","0.8118916777387032","0.23080660835762878",""
"","","","","","","2023-05-12 13:00:00.000 UTC","Milady","0.6476422883119873","0.5895028232299981",""
"","","","","","","2023-05-12 13:00:00.000 UTC","Wrapped Cryptopunks","0.83422266044609","0.6836734693877552",""
"","","","","","","2023-05-12 12:00:00.000 UTC","Milady","0.6490361342407381","0.5895028232299981",""
"","","","","","","2023-05-12 12:00:00.000 UTC","DeGods","0.7625812255167209","0.6230158730158729",""
"","","","","","","2023-05-12 11:00:00.000 UTC","Milady","0.6466050275222729","0.5818497620055083",""
"","","","","","","2023-05-12 11:00:00.000 UTC","Azuki","0.8134197976913026","0.25121477162293493",""
"","","","","","","2023-05-12 10:00:00.000 UTC","Milady","0.6456003577713288","0.5652681293524471",""
"","","","","","","2023-05-12 10:00:00.000 UTC","Azuki","0.8168684069809834","0.25121477162293493",""
"","","","","","","2023-05-12 09:00:00.000 UTC","Milady","0.6451747749159339","0.5448599660871409",""
"","","","","","","2023-05-12 08:00:00.000 UTC","Azuki","0.8183199473209921","0.25121477162293493",""
"","","","","","","2023-05-12 08:00:00.000 UTC","Milady","0.6454836858673094","0.5907783334340797",""
"","","","","","","2023-05-12 07:00:00.000 UTC","DeGods","0.7614317231960978","0.6382113821138211",""
"","","","","","","2023-05-12 07:00:00.000 UTC","Milady","0.6381609921966978","0.5907783334340797",""
"","","","","","","2023-05-12 06:00:00.000 UTC","Azuki","0.8179036613129821","0.25121477162293493",""
"","","","","","","2023-05-12 06:00:00.000 UTC","Milady","0.6383565314623012","0.5907783334340797",""
"","","","","","","2023-05-12 06:00:00.000 UTC","Wrapped Cryptopunks","0.8354948824378833","0.7612244897959185",""
"","","","","","","2023-05-12 05:00:00.000 UTC","Milady","0.6322009726837278","0.5907783334340797",""
"","","","","","","2023-05-12 05:00:00.000 UTC","Wrapped Cryptopunks","0.8396486609827192","0.7612244897959185",""
"","","","","","","2023-05-12 05:00:00.000 UTC","DeGods","0.7630490620625415","0.6541666666666666",""
"","","","","","","2023-05-12 04:00:00.000 UTC","Milady","0.6299487340288463","0.5886301057219423",""
"","","","","","","2023-05-12 04:00:00.000 UTC","DeGods","0.7624592269467362","0.6709401709401709",""
"","","","","","","2023-05-12 04:00:00.000 UTC","Azuki","0.8201455696500459","0.25121477162293493",""
"","","","","","","2023-05-12 03:00:00.000 UTC","Milady","0.6280800382374518","0.5886301057219423",""
